# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1518130	bitcoin	1	2810	0	1	8.1	593189	831	recent@bitcoin|top@bitcoin	HOT,SIGNAL	Money Laundering Index (Orlin Grabbe archive, 1990s cypherpunk)
1518135	bitcoin	1	2574	0	3	7.7	190751	46	recent@bitcoin|top@bitcoin	HOT,SIGNAL	NO CONSENSUS FOR CONSENSUS CLEANUP
1518114	lightning	1	1103	0	5	9.2	223678	5743	recent@lightning|top@lightning	HOT,SIGNAL	1 Dumb mistake = nuked my entire lightning node privacy?
1518186	AI	1	491	0	1	2.6	297791	7602	recent@AI|top@AI	SIGNAL	OpenAI proposes 5% stake to Trump administration to ease Washington pressure
1518188	DIY	3	437	0	0	2.6	719829	293	recent@devs|top@devs	SIGNAL	Plunda.co has a new home!
1518119	nostr	1	216	0	0	9.0	144357	4306	recent@nostr|top@nostr	SIGNAL	Sidecar | A Classy Nostr Signer - Chrome Web Store
1517846	bitcoin	1	4700	0	2	18.7	1014665	198	recent@bitcoin|top@bitcoin	HOT	LND DoS bug, libevent removal, Q&A - Bitcoin Optech Newsletter #411 Podcast
1517824	bitcoin	1	1639	0	6	19.6	1242375	100	recent@bitcoin|top@bitcoin	HOT	What would you put in your genesis block?
1517897	bitcoin	1	1584	0	14	16.6	74100	10958	recent@bitcoin|top@bitcoin	HOT	Bitcoin Is Not Freedom: The Delusion of Digital Escape - Mises Institute
1517976	AI	1	1539	0	2	14.7	724606	11090	recent@AI|top@AI	HOT	Let AI Generate Your World Cup Predictions (FT, Louis Ashworth)
1517738	bitcoin	1	1346	0	4	21.9	74100	10958	recent@bitcoin|top@bitcoin	HOT	Reflections Upon Bitcoin's Block Size Debate
1517590	bitcoin	1	1162	0	2	32.4	74100	10958	recent@bitcoin	HOT	The first Bitcoin Taproot spend transactions - jaonoctus
1517928	bitcoin_beginners	1	1022	0	8	15.6	532976	114	recent@bitcoin_beginners|top@bitcoin_beginners	HOT	The role of cash (banknotes) in a post fiat society
1517875	bitcoin	1	713	0	1	17.5	280679	22318	recent@bitcoin|top@bitcoin		Rajarshi Maitra Found a Point of Light in the Dark Cave, Quit His Job, and ...
1517685	bitcoin_beginners	1	604	0	5	24.4	104755	12499	recent@bitcoin_beginners		Reconnected my Send capability with Blink
1517830	AI	1	594	0	4	19.1	74100	10958	recent@AI|top@AI		Toward Unrestricted Intelligence: Venice Series A - Erik Voorhees
1517735	lightning	1	574	0	4	22.1	440729	179	recent@lightning|top@lightning		Biggest Channel Opened Today (7.5 BTC) + New Node Spotlight (02719f6b60955e647…)
1517937	bitcoin	1	572	0	0	15.3	74100	10958	recent@bitcoin|top@bitcoin|recent@mempool		Satoshi and Hal Finney first describing a mempool in November 2008
1517717	gaming	3	553	0	3	22.4	163128	3633	recent@lightning|top@lightning		1-SAT RUNNER
1517877	bitcoin	1	538	0	2	17.5	1517877	3	recent@bitcoin|top@bitcoin		Solar ASIC – Automate Bitcoin miners with your solar surplus (Home Assistant)
1517854	bitcoin	1	506	0	0	18.4	74100	10958	recent@bitcoin|top@bitcoin		Trilithium: Efficient and Universally Composable Distributed ML-DSA Signing
1518020	bitcoin	1	502	0	11	13.9	223678	5743	recent@bitcoin|top@bitcoin|recent@mempool		Nice watch-only bitcoin wallet
1517805	meta	1	422	0	6	20.3	36151	1537	recent@meta|top@meta		What are you working on this week?
1517704	bitcoin	1	417	0	7	23.2	238412	189	recent@bitcoin|top@bitcoin		The Hodl Era Is Over
1518054	AI	1	377	0	1	12.7	74100	10958	recent@bitcoin|top@bitcoin|recent@AI		Is everybody pivoting to AI?
1517687	AI	1	373	0	0	24.2	280679	22318	recent@AI		Claude Helped a Hacker Find a Way to Issue Tickets to Almost Every US Music Fest
1517621	AI	1	367	0	4	28.5	1	26770	recent@AI		Redeploying Claude Fable 5
1517833	gaming	3	341	0	0	19.0	12309	3564	recent@tech|top@tech		Sony is killing discs — and showing us why it’s a terrible idea
1517886	AI	1	295	0	0	17.0	1293586	1986	recent@AI|top@AI		Companies rehire workers laid off for AI as automation falls short
1517658	meta	1	293	0	0	25.3	36151	1537	recent@meta		This Day on SN: July 1
1517630	lightning	1	290	0	0	27.5	70864	347	recent@lightning		Release 5.0.1: Valet with flavors - Regtest, Testnet3, Testnet4
1518087	tech	1	281	0	0	12.0	161788	10041	recent@tech|top@tech		ZCode – Harness for GLM-5.2
1517919	tech	1	275	0	2	16.0	144357	4306	recent@tech|top@tech		Meet Fio: the Catholic alternative to Spotify
1518025	bitcoin	1	261	0	0	13.7	74100	10958	recent@bitcoin|top@bitcoin|recent@lightning		cerberus: Bark BTC-Ark Swap Protocol - stutxo
1517926	gaming	3	257	0	0	15.7	13531	1659	recent@tech|top@tech		Xbox testing disc-to-digital feature that digitizes a physical game collection
1517828	AI	1	105	0	0	19.4	88718	44919	recent@AI|top@AI		Why Bernie Sanders’s AI Bill Is Fascistic and Dangerous
1518189	lightning	1	67	0	0	2.5	163128	3633	recent@lightning|top@lightning		BareBits/electrum_clink: A CLINK/noffer plugin for electrum
1517606	bitcoin	1	57	0	0	31.2	1517606	3	recent@bitcoin_beginners		Building a non-nonsense "pass-along" Bitcoin brochure. What am I missing?
1518157	bitcoin_beginners	1	36	0	0	5.4	296825	4747	recent@bitcoin_beginners|top@bitcoin_beginners|recent@bitdevs		On Bridging The Gap Between Devs And Users
1517974	bitcoin_beginners	1	36	0	0	14.7	296825	4747	recent@bitcoin_beginners|top@bitcoin_beginners		The Politics of Post-Quantum Bitcoin
1517632	bitcoin_beginners	1	36	0	0	27.3	1473003	32	recent@bitcoin_beginners		An analysis of the Funding Rate in cryptocurrency perpetual futures
1517622	AI	1	21	0	0	28.3	934367	919	recent@AI		Introducing Claude Sonnet 5 \ Anthropic
1517643	bitcoin_beginners	1	19	0	1	26.4	296825	4747	recent@bitcoin_beginners		Why Keonne Rodriguez Is in Prison for Building Samourai Wallet
1517615	bitcoin	1	11	0	1	30.2	1401899	197	recent@bitcoin_Mining		Bitcoin Stories — How Iran Became an Accidental Mining Powerhouse
1517718	bitcoin_beginners	1	0	0	0	22.4	894285	148	top@bitcoin_beginners		Free Poison — 1. The Free Thing Is The Trap
