# id	sub	col3	col4	col5	col6	col7	col8	col9	col10	col11	col12
1511415	Stacker_Sports	3	827	2100	13	17.2	232181	3765	recent@Stacker_Sports|top@Stacker_Sports	OPEN_BOUNTY,SELF_POST_OPP	Weekly Random Sports Pick 'em
